query_gene	ref_gene	class_code	status	identity	query_length	ref_length	length_diff	length_ratio
PfNF135_060031100	PF3D7_0626900	k	compared	100.0	372	372	0.0	1.0
PfNF135_060031300	PF3D7_0627100	k	compared	100.0	1714	1714	0.0	1.0
PfNF135_060031800	PF3D7_0627600	k	compared	100.0	393	393	0.0	1.0
PfNF135_060031900	PF3D7_0627700	k	compared	100.0	1147	1147	0.0	1.0
PfNF135_060032200	PF3D7_0628000	k	compared	100.0	173	173	0.0	1.0
PfNF135_060033600	PF3D7_0629400	k	compared	100.0	784	784	0.0	1.0
PfNF135_060034700	PF3D7_0630500	k	compared	100.0	498	498	0.0	1.0
PfNF135_060035200	PF3D7_0631000	k	compared	100.0	286	286	0.0	1.0
PfNF135_060035700	PF3D7_1101800	c	compared	81.73913043478261	345	282	63.0	0.8173913043478261
PfNF135_060005700	PF3D7_0601600	k	compared	100.0	286	286	0.0	1.0
PfNF135_060006100	PF3D7_0602000	k	compared	100.0	1437	1437	0.0	1.0
PfNF135_060007200	PF3D7_0603100	k	compared	100.0	461	461	0.0	1.0
PfNF135_060007400	PF3D7_0603300	k	compared	100.0	569	569	0.0	1.0
PfNF135_060007500	PF3D7_0603400	k	compared	100.0	1105	1105	0.0	1.0
PfNF135_060007900:pseudogene	PF3D7_0603800	j	query_missing		0	20		
PfNF135_060008000	PF3D7_0603900	k	compared	100.0	375	375	0.0	1.0
PfNF135_060009400	PF3D7_0605200	j	query_missing		0	12		
PfNF135_060010200	PF3D7_0606000	k	compared	100.0	1065	1065	0.0	1.0
PfNF135_060011000	PF3D7_0606800	k	compared	100.0	299	299	0.0	1.0
PfNF135_060011100	PF3D7_0606900	k	compared	100.0	219	219	0.0	1.0
PfNF135_060013700	PF3D7_0609400	k	compared	100.0	603	603	0.0	1.0
PfNF135_060015300	PF3D7_0611100	k	compared	100.0	83	83	0.0	1.0
PfNF135_060015800	PF3D7_0611600	k	compared	100.0	650	650	0.0	1.0
PfNF135_060016000:pseudogene	PF3D7_0611800	o	query_missing		0	33		
PfNF135_060016300	PF3D7_0612100	k	compared	100.0	650	650	0.0	1.0
PfNF135_060016800	PF3D7_0612600	k	compared	100.0	489	489	0.0	1.0
PfNF135_060016900	PF3D7_0612700	k	compared	100.0	347	347	0.0	1.0
PfNF135_060017900	PF3D7_0613700	k	compared	100.0	703	703	0.0	1.0
PfNF135_060018200	PF3D7_0614000	k	compared	100.0	538	538	0.0	1.0
PfNF135_060019000	PF3D7_0614800	k	compared	100.0	427	427	0.0	1.0
PfNF135_060020000:pseudogene	PF3D7_0615800	o	query_missing		0	105		
PfNF135_060020500	PF3D7_0616300	k	compared	100.0	224	224	0.0	1.0
PfNF135_060020900	PF3D7_0616700	k	compared	100.0	516	516	0.0	1.0
PfNF135_060021200	PF3D7_0617000	k	compared	100.0	377	377	0.0	1.0
PfNF135_060022000	PF3D7_0617800	k	compared	100.0	132	132	0.0	1.0
PfNF135_060024400	PF3D7_0620200	k	compared	100.0	310	310	0.0	1.0
PfNF135_060024900	PF3D7_0620700	k	compared	100.0	362	362	0.0	1.0
PfNF135_060025400	PF3D7_0621200	k	compared	100.0	301	301	0.0	1.0
PfNF135_060026800	PF3D7_0622500	k	compared	100.0	434	434	0.0	1.0
PfNF135_060027100	PF3D7_0622900	k	compared	100.0	1987	1987	0.0	1.0
PfNF135_060027200	PF3D7_0623000	k	compared	100.0	527	527	0.0	1.0
PfNF135_060028000	PF3D7_0623800	k	compared	100.0	2431	2431	0.0	1.0
PfNF135_060029600	PF3D7_0625400	k	compared	100.0	412	412	0.0	1.0
PfNF135_060029900	PF3D7_0625700	k	compared	100.0	98	98	0.0	1.0
PfNF135_060030800	PF3D7_0626600	k	compared	100.0	145	145	0.0	1.0
PfNF135_060031200	PF3D7_0627000	k	compared	100.0	110	110	0.0	1.0
PfNF135_060031500	PF3D7_0627300	k	compared	100.0	447	447	0.0	1.0
PfNF135_060031600	PF3D7_0627400	k	compared	100.0	193	193	0.0	1.0
PfNF135_060032700	PF3D7_0628500	k	compared	100.0	316	316	0.0	1.0
PfNF135_060033000	PF3D7_0628800	k	compared	100.0	872	872	0.0	1.0
PfNF135_060033300	PF3D7_0629100	k	compared	100.0	665	665	0.0	1.0
PfNF135_060033400	PF3D7_0629200	k	compared	100.0	380	380	0.0	1.0
PfNF135_060033700	PF3D7_0629500	k	both_missing		0	0		
PfNF135_060034600	PF3D7_0630400	k	compared	100.0	385	385	0.0	1.0
PfNF135_000040100:pseudogene	PF3D7_0832900	o	query_missing		0	296		
PfNF135_000040400	PF3D7_1041100	j	compared	98.52941176470588	340	335	5.0	0.9852941176470589
PfNF135_000040500	PF3D7_1101300	j	compared	98.46153846153847	320	325	5.0	0.9846153846153847
-	PF3D7_0702400	u	query_missing		0	123		
-	PF3D7_0702600	u	query_missing		0	87		
PfNF135_080005100	PF3D7_0703000	k	compared	6.616052060737528	122	1844	1722.0	0.06616052060737528
PfNF135_080005200	PF3D7_0703100	n	query_missing		0	180		
PfNF135_080005200	PF3D7_0703300	o	query_missing		0	146		
PfNF135_080005400	PF3D7_0703500	x	query_missing		0	2293		
PfNF135_080005400	PF3D7_0703600	x	query_missing		0	262		
PfNF135_080006200:pseudogene	PF3D7_0704100	k	query_missing		0	3567		
PfNF135_080006500	PF3D7_0704300	x	query_missing		0	1886		
PfNF135_080006700	PF3D7_0704400	x	query_missing		0	1009		
PfNF135_080007100	PF3D7_0704700	c	query_missing		0	1341		
PfNF135_080007300	PF3D7_0705100	x	query_missing		0	924		
PfNF135_080007300	PF3D7_0705200	x	query_missing		0	1530		
-	PF3D7_0705300	u	query_missing		0	825		
PfNF135_080008000	PF3D7_0706000	m	query_missing		0	1229		
PfNF135_080008300	PF3D7_0706200	x	query_missing		0	77		
PfNF135_080008400	PF3D7_0706300	x	query_missing		0	118		
PfNF135_080008700	PF3D7_0706600	c	query_missing		0	680		
PfNF135_080008700	PF3D7_0706700	o	query_missing		0	873		
PfNF135_080009100	PF3D7_0707300	n	query_missing		0	861		
PfNF135_080009300	PF3D7_0707500	k	query_missing		0	1601		
PfNF135_080009400	PF3D7_0707600	c	query_missing		0	244		
PfNF135_080009400	PF3D7_0707700	o	query_missing		0	930		
PfNF135_080009400	PF3D7_0707900	c	query_missing		0	259		
PfNF135_080009400	PF3D7_0708000	n	query_missing		0	868		
PfNF135_080009600:pseudogene	PF3D7_0708300	x	query_missing		0	229		
PfNF135_080009700	PF3D7_0708400	o	query_missing		0	746		
PfNF135_080010200	PF3D7_0708800	x	query_missing		0	873		
PfNF135_080010300	PF3D7_0709000	x	query_missing		0	424		
PfNF135_080010400	PF3D7_0709100	x	query_missing		0	1249		
PfNF135_080010900	PF3D7_0709500	x	query_missing		0	135		
PfNF135_080011100	PF3D7_0709800	n	query_missing		0	64		
PfNF135_080011600	PF3D7_0710100	c	query_missing		0	459		
PfNF135_080011600	PF3D7_0710200	m	query_missing		0	2967		
PfNF135_080012000:pseudogene	PF3D7_0710400	x	query_missing		0	363		
PfNF135_080012200	PF3D7_0710900	n	query_missing		0	399		
PfNF135_080012500	PF3D7_0711200	x	query_missing		0	1006		
PfNF135_080012600:pseudogene	PF3D7_0711300	x	query_missing		0	119		
PfNF135_080012800	PF3D7_0711500	m	query_missing		0	689		
-	PF3D7_0808450	u	query_missing		0	90		
-	PF3D7_0808200	u	query_missing		0	561		
PfNF135_080014200	PF3D7_0807800	o	query_missing		0	467		
PfNF135_080014500	PF3D7_0807600	k	compared	17.97583081570997	238	1324	1086.0	0.1797583081570997
PfNF135_080015400	PF3D7_0806900	x	query_missing		0	379		
PfNF135_080015400	PF3D7_0806800	x	query_missing		0	1049		
PfNF135_080015600	PF3D7_0806600	n	query_missing		0	943		
PfNF135_080015600	PF3D7_0806500	o	query_missing		0	675		
PfNF135_080015700	PF3D7_0806300	n	query_missing		0	1706		
PfNF135_080016000	PF3D7_0806000	n	query_missing		0	1212		
PfNF135_080016200	PF3D7_0805900	o	query_missing		0	249		
PfNF135_080016200	PF3D7_0805800	m	query_missing		0	436		
PfNF135_080016300	PF3D7_0805700	o	query_missing		0	1459		
PfNF135_080016400	PF3D7_0805500	o	query_missing		0	1087		
PfNF135_080016600	PF3D7_0805400	x	query_missing		0	225		
PfNF135_080016800	PF3D7_0805300	x	query_missing		0	1252		
PfNF135_080017100	PF3D7_0805000	o	query_missing		0	245		
PfNF135_080017200	PF3D7_0804900	x	query_missing		0	492		
PfNF135_080017500	PF3D7_0804600	o	query_missing		0	556		
PfNF135_080018400	PF3D7_0803800	o	query_missing		0	265		
PfNF135_080019200	PF3D7_0803200	k	query_missing		0	728		
PfNF135_080019500	PF3D7_0803100	n	query_missing		0	1154		
PfNF135_080019500	PF3D7_0802900	n	query_missing		0	135		
PfNF135_080019900	PF3D7_0802500	o	query_missing		0	1416		
PfNF135_080020000	PF3D7_0802300	m	query_missing		0	1121		
PfNF135_080020300	PF3D7_0802100	x	query_missing		0	2569		
PfNF135_080020900	PF3D7_0801800	c	query_missing		0	1011		
PfNF135_080021000	PF3D7_0801600	o	query_missing		0	125		
PfNF135_080021000	PF3D7_0801500	o	query_missing		0	549		
PfNF135_080021100	PF3D7_0801400	x	query_missing		0	78		
PfNF135_080021200	PF3D7_0801300	x	query_missing		0	290		
PfNF135_080021400	PF3D7_0801000	x	query_missing		0	1185		
PfNF135_080021500	PF3D7_0800700	o	query_missing		0	1919		
PfNF135_080022000	PF3D7_0600300	o	query_missing		0	371		
-	PF3D7_0702500	u	query_missing		0	194		
-	PF3D7_0702900	u	both_missing		0	0		
PfNF135_080005200	PF3D7_0703200	x	query_missing		0	1541		
PfNF135_080005300	PF3D7_0703400	m	query_missing		0	827		
-	PF3D7_0703700	u	query_missing		0	252		
PfNF135_080006000	PF3D7_0704000	m	query_missing		0	3270		
-	PF3D7_0704200	u	query_missing		0	1205		
PfNF135_080007000	PF3D7_0704600	k	query_missing		0	65		
PfNF135_080007100	PF3D7_0704800	x	query_missing		0	1297		
PfNF135_080007100	PF3D7_0704900	x	query_missing		0	372		
PfNF135_080007200	PF3D7_0705000	x	query_missing		0	13		
PfNF135_080007400	PF3D7_0705400	x	query_missing		0	821		
PfNF135_080007700	PF3D7_0705500	o	both_missing		0	0		
PfNF135_080007800:pseudogene	PF3D7_0705600	x	query_missing		0	1134		
PfNF135_080007800:pseudogene	PF3D7_0705700	x	both_missing		0	0		
PfNF135_080007800:pseudogene	PF3D7_0705800	x	query_missing		0	26		
PfNF135_080007900	PF3D7_0705900	x	both_missing		0	0		
PfNF135_080008100	PF3D7_0706100	n	query_missing		0	13		
PfNF135_080008400	PF3D7_0706400	o	query_missing		0	92		
PfNF135_080008600	PF3D7_0706500	x	query_missing		0	1694		
PfNF135_080009000	PF3D7_0707200	m	compared	2.726845322049835	58	2127	2069.0	0.027268453220498354
PfNF135_080009600:pseudogene	PF3D7_0708100	o	query_missing		0	69		
PfNF135_080009600:pseudogene	PF3D7_0708200	o	query_missing		0	268		
PfNF135_080009900	PF3D7_0708500	n	query_missing		0	914		
PfNF135_080010000	PF3D7_0708600	x	query_missing		0	242		
-	PF3D7_0708700	u	query_missing		0	228		
-	PF3D7_0708900	u	query_missing		0	317		
-	PF3D7_0709200	u	query_missing		0	272		
PfNF135_080010600	PF3D7_0709300	m	query_missing		0	2742		
PfNF135_080010800	PF3D7_0709400	n	query_missing		0	620		
PfNF135_080010900	PF3D7_0709600	o	both_missing		0	0		
PfNF135_080011100	PF3D7_0709700	x	query_missing		0	368		
PfNF135_080011200	PF3D7_0709900	n	both_missing		0	0		
PfNF135_080011400	PF3D7_0710000	k	query_missing		0	1770		
PfNF135_080011900:pseudogene	PF3D7_0710300	x	query_missing		0	59		
PfNF135_080012000:pseudogene	PF3D7_0710500	o	both_missing		0	0		
PfNF135_080012000:pseudogene	PF3D7_0710600	o	query_missing		0	97		
PfNF135_080012100	PF3D7_0710700	x	query_missing		0	201		
PfNF135_080012200	PF3D7_0710800	x	query_missing		0	376		
PfNF135_080012500	PF3D7_0711000	n	query_missing		0	1237		
PfNF135_080012500	PF3D7_0711100	c	query_missing		0	237		
PfNF135_080012700	PF3D7_0711400	m	query_missing		0	728		
PfNF135_080013700	PF3D7_0115700	x	query_missing		0	492		
-	PF3D7_0808400	u	query_missing		0	272		
-	PF3D7_0808300	u	both_missing		0	0		
PfNF135_080014000:pseudogene	PF3D7_0808100	x	both_missing		0	0		
PfNF135_080014100	PF3D7_0808000	o	query_missing		0	1364		
PfNF135_080014100	PF3D7_0807900	o	query_missing		0	22		
PfNF135_080014600	PF3D7_0807500	x	both_missing		0	0		
PfNF135_080014700	PF3D7_0807400	o	query_missing		0	44		
PfNF135_080014700	PF3D7_0807300	o	both_missing		0	0		
PfNF135_080014900	PF3D7_0807200	x	query_missing		0	17		
PfNF135_080015400	PF3D7_0807000	o	both_missing		0	0		
PfNF135_080015500	PF3D7_0806700	k	query_missing		0	76		
PfNF135_080015700	PF3D7_0806400	x	query_missing		0	177		
PfNF135_080015800	PF3D7_0806200	o	both_missing		0	0		
PfNF135_080016000	PF3D7_0806100	x	query_missing		0	671		
PfNF135_080016300	PF3D7_0805600	x	query_missing		0	308		
-	PF3D7_0805200	u	query_missing		0	93		
PfNF135_080017100	PF3D7_0805100	x	query_missing		0	553		
PfNF135_080017300:pseudogene	PF3D7_0804800	p	query_missing		0	217		
PfNF135_080017900	PF3D7_0804500	k	compared	15.060240963855422	931	215	716.0	0.23093447905477982
PfNF135_080018100	PF3D7_0804400	o	query_missing		0	738		
PfNF135_080018200	PF3D7_0804300	k	query_missing		0	854		
PfNF135_080018300	PF3D7_0804000	n	query_missing		0	10		
PfNF135_080018400	PF3D7_0803700	x	query_missing		0	452		
PfNF135_080018800	PF3D7_0803600	k	both_missing		0	0		
PfNF135_080019000	PF3D7_0803500	k	compared	47.45644599303136	681	1435	754.0	0.4745644599303136
PfNF135_080019100	PF3D7_0803400	x	query_missing		0	1247		
PfNF135_080019100	PF3D7_0803300	x	both_missing		0	0		
PfNF135_080019500	PF3D7_0803000	x	query_missing		0	676		
PfNF135_080019600	PF3D7_0802800	o	query_missing		0	576		
-	PF3D7_0802700	u	query_missing		0	31		
PfNF135_080020000	PF3D7_0802400	x	both_missing		0	0		
PfNF135_080020100	PF3D7_0802200	x	query_missing		0	220		
PfNF135_080020400	PF3D7_0802000	o	query_missing		0	1397		
PfNF135_080020800	PF3D7_0801900	k	query_missing		0	4652		
PfNF135_080020900	PF3D7_0801700	x	query_missing		0	35		
PfNF135_080021400	PF3D7_0800800	o	query_missing		0	186		
PfNF135_080021600	PF3D7_0832500	x	query_missing		0	305		
PfNF135_080021700:pseudogene	PF3D7_0401300	o	query_missing		0	348		
PfNF135_080021700:pseudogene	PF3D7_1150300	o	query_missing		0	323		
PfNF135_000042300	PF3D7_0722000	k	compared	100.0	242	242	0.0	1.0
PfNF135_000042500	PF3D7_0722200	k	compared	100.0	761	761	0.0	1.0
PfNF135_000041900	PF3D7_0722600	k	compared	100.0	605	605	0.0	1.0
PfNF135_070008800	PF3D7_0726300	k	compared	100.0	1288	1288	0.0	1.0
PfNF135_070009400	PF3D7_0726900	k	compared	100.0	519	519	0.0	1.0
PfNF135_070010900	PF3D7_0728400	o	compared	98.4251968503937	126	126	0.0	1.0
PfNF135_070011500	PF3D7_0729000	j	compared	88.03418803418803	117	103	14.0	0.8803418803418803
PfNF135_070011900	PF3D7_0729400	k	compared	100.0	410	410	0.0	1.0
PfNF135_070012000	PF3D7_0729500	k	compared	100.0	759	759	0.0	1.0
PfNF135_070012300	PF3D7_0729800	k	compared	100.0	97	97	0.0	1.0
PfNF135_070014000	PF3D7_0731600	k	compared	100.0	811	811	0.0	1.0
PfNF135_070005800	PF3D7_0723000	k	compared	100.0	295	295	0.0	1.0
PfNF135_070006300	PF3D7_0723500	k	compared	100.0	226	226	0.0	1.0
PfNF135_070009700	PF3D7_0727200	k	compared	100.0	553	553	0.0	1.0
PfNF135_070010800	PF3D7_0728300	k	compared	100.0	211	211	0.0	1.0
PfNF135_000006600	PF3D7_0721900	j	compared	94.9367088607595	76	78	2.0	0.9743589743589743
PfNF135_000006900	PF3D7_0721600	k	compared	100.0	195	195	0.0	1.0
PfNF135_000008400	PF3D7_0720100	k	compared	100.0	258	258	0.0	1.0
PfNF135_000009000:pseudogene	PF3D7_0719500	o	query_missing		0	471		
PfNF135_000009700:pseudogene	PF3D7_0718800	j	query_missing		0	273		
PfNF135_000010700:pseudogene	PF3D7_0717600	j	query_missing		0	1053		
PfNF135_000012300	PF3D7_0715800	k	compared	100.0	434	434	0.0	1.0
PfNF135_000012700:pseudogene	PF3D7_0715400	k	query_missing		0	219		
PfNF135_000014100	PF3D7_0714000	k	compared	100.0	123	123	0.0	1.0
-	PF3D7_0713700	u	query_missing		0	209		
PfNF135_000015700	PF3D7_1400200	j	compared	98.6737400530504	377	372	5.0	0.986737400530504
PfNF135_000017200	PF3D7_0810600	k	compared	100.0	938	938	0.0	1.0
PfNF135_000017900	PF3D7_0811300	k	compared	100.0	1769	1769	0.0	1.0
PfNF135_000018300	PF3D7_0811700	k	compared	100.0	1217	1217	0.0	1.0
PfNF135_000019400	PF3D7_0812700	k	compared	100.0	235	235	0.0	1.0
PfNF135_000020900	PF3D7_0814200	k	compared	100.0	248	248	0.0	1.0
PfNF135_000021200	PF3D7_0814500	k	compared	100.0	761	761	0.0	1.0
PfNF135_000021400	PF3D7_0814700	k	compared	100.0	306	306	0.0	1.0
PfNF135_000021500	PF3D7_0814900	k	compared	100.0	198	198	0.0	1.0
PfNF135_000021800	PF3D7_0815200	k	compared	100.0	877	877	0.0	1.0
PfNF135_000024600	PF3D7_0818000	k	compared	100.0	372	372	0.0	1.0
PfNF135_000025500	PF3D7_0818900	k	compared	100.0	677	677	0.0	1.0
PfNF135_000026900	PF3D7_0820300	k	compared	100.0	610	610	0.0	1.0
PfNF135_000027700	PF3D7_0821100	k	compared	99.88876529477196	899	898	1.0	0.9988876529477196
PfNF135_000027800	PF3D7_0821200	k	compared	100.0	191	191	0.0	1.0
PfNF135_000029000	PF3D7_0822400	j	compared	98.76796714579056	482	486	4.0	0.9917695473251029
PfNF135_000029400	PF3D7_0822800	k	compared	100.0	324	324	0.0	1.0
PfNF135_000030400	PF3D7_0823800	k	compared	100.0	655	655	0.0	1.0
PfNF135_000030500	PF3D7_0823900	k	compared	100.0	318	318	0.0	1.0
PfNF135_000030700	PF3D7_0824100	k	compared	100.0	406	406	0.0	1.0
PfNF135_000032100	PF3D7_0825500	k	compared	100.0	624	624	0.0	1.0
PfNF135_000032900	PF3D7_0826300	k	compared	100.0	445	445	0.0	1.0
PfNF135_000034000	PF3D7_0827500	k	compared	100.0	316	316	0.0	1.0
PfNF135_000035700	PF3D7_0829200	k	compared	100.0	272	272	0.0	1.0
PfNF135_000036100	PF3D7_0829600	k	compared	100.0	170	170	0.0	1.0
PfNF135_000037300:pseudogene	PF3D7_0831300	o	query_missing		0	809		
PfNF135_000006400	PF3D7_0722100	k	compared	100.0	403	403	0.0	1.0
PfNF135_000006800	PF3D7_0721700	k	compared	100.0	467	467	0.0	1.0
PfNF135_000007000	PF3D7_0721500	m	compared	2.4804177545691903	19	766	747.0	0.024804177545691905
PfNF135_000007100	PF3D7_0721400	k	compared	100.0	49	49	0.0	1.0
PfNF135_000007200	PF3D7_0721300	k	compared	100.0	893	893	0.0	1.0
PfNF135_000007400	PF3D7_0721100	k	compared	100.0	244	244	0.0	1.0
PfNF135_000007600	PF3D7_0720900	j	compared	100.0	51	51	0.0	1.0
PfNF135_000009200	PF3D7_0719300	k	compared	100.0	1033	1033	0.0	1.0
PfNF135_000009500	PF3D7_0719000	k	compared	100.0	153	153	0.0	1.0
PfNF135_000009900:pseudogene	PF3D7_0718600	j	query_missing		0	277		
-	PF3D7_0718500	u	query_missing		0	44		
PfNF135_000010900	PF3D7_0717400	k	compared	100.0	727	727	0.0	1.0
PfNF135_000011000:pseudogene	PF3D7_0717300	o	both_missing		0	0		
PfNF135_000011200:pseudogene	PF3D7_0717100	k	query_missing		0	15		
-	PF3D7_0717000	u	query_missing		0	23		
PfNF135_000011300	PF3D7_0716900	k	compared	100.0	322	322	0.0	1.0
PfNF135_000011600	PF3D7_0716600	j	compared	100.0	449	449	0.0	1.0
PfNF135_000011600	PF3D7_0716500	j	compared	9.803921568627452	449	55	394.0	0.12249443207126949
PfNF135_000011700	PF3D7_0716400	k	compared	100.0	17	17	0.0	1.0
PfNF135_000011800:pseudogene	PF3D7_0716300	o	both_missing		0	0		
PfNF135_000012200	PF3D7_0715900	k	compared	100.0	556	556	0.0	1.0
PfNF135_000012400	PF3D7_0715700	k	compared	100.0	119	119	0.0	1.0
PfNF135_000013100	PF3D7_0715000	k	compared	100.0	322	322	0.0	1.0
PfNF135_000013600	PF3D7_0714500	k	compared	100.0	405	405	0.0	1.0
-	PF3D7_0809250	u	query_missing		0	67		
PfNF135_000016100	PF3D7_0809500	k	compared	100.0	104	104	0.0	1.0
PfNF135_000016400:pseudogene	PF3D7_0809800	o	both_missing		0	0		
PfNF135_000016600	PF3D7_0810000	k	compared	100.0	90	90	0.0	1.0
PfNF135_000016900	PF3D7_0810300	k	compared	100.0	42	42	0.0	1.0
PfNF135_000017700	PF3D7_0811100	k	compared	100.0	539	539	0.0	1.0
PfNF135_000018200	PF3D7_0811600	k	compared	100.0	1180	1180	0.0	1.0
PfNF135_000018400	PF3D7_0811800	k	compared	100.0	591	591	0.0	1.0
PfNF135_000019100	PF3D7_0812400	k	compared	100.0	545	545	0.0	1.0
PfNF135_000019200	PF3D7_0812500	k	compared	100.0	958	958	0.0	1.0
PfNF135_000019800	PF3D7_0813100	k	compared	100.0	662	662	0.0	1.0
PfNF135_000019900	PF3D7_0813200	k	compared	100.0	142	142	0.0	1.0
PfNF135_000022600	PF3D7_0816000	k	compared	100.0	492	492	0.0	1.0
PfNF135_000022800	PF3D7_0816200	k	compared	100.0	209	209	0.0	1.0
PfNF135_000023800	PF3D7_0817200	k	compared	100.0	804	804	0.0	1.0
PfNF135_000024500	PF3D7_0817900	k	compared	100.0	99	99	0.0	1.0
PfNF135_000025400	PF3D7_0818800	k	compared	100.0	362	362	0.0	1.0
PfNF135_000026800	PF3D7_0820200	k	compared	100.0	661	661	0.0	1.0
PfNF135_000028100	PF3D7_0821500	k	compared	100.0	269	269	0.0	1.0
PfNF135_000028700	PF3D7_0822100	k	compared	100.0	234	234	0.0	1.0
PfNF135_000029500	PF3D7_0822900	k	compared	100.0	1135	1135	0.0	1.0
PfNF135_000031000	PF3D7_0824400	k	compared	100.0	585	585	0.0	1.0
PfNF135_000031900	PF3D7_0825300	k	compared	100.0	148	148	0.0	1.0
PfNF135_000032200	PF3D7_0825600	k	compared	100.0	85	85	0.0	1.0
PfNF135_000033200	PF3D7_0826600	k	compared	100.0	276	276	0.0	1.0
PfNF135_000033300	PF3D7_0826700	k	both_missing		0	0		
PfNF135_000034800	PF3D7_0828300	k	compared	100.0	555	555	0.0	1.0
PfNF135_000035300	PF3D7_0828800	k	compared	100.0	749	749	0.0	1.0
PfNF135_000035900	PF3D7_0829400	k	compared	100.0	441	441	0.0	1.0
PfNF135_000037700	PF3D7_0831700	k	compared	100.0	679	679	0.0	1.0
PfNF135_090005000:pseudogene	PF3D7_0100100	o	query_missing		0	2117		
PfNF135_090006700	PF3D7_0903000	k	compared	100.0	158	158	0.0	1.0
PfNF135_090007600	PF3D7_0903900	k	compared	100.0	131	131	0.0	1.0
PfNF135_090009200	PF3D7_0905500	k	compared	100.0	239	239	0.0	1.0
PfNF135_090010000	PF3D7_0906300	k	compared	100.0	434	434	0.0	1.0
PfNF135_090010200	PF3D7_0906500	k	compared	100.0	423	423	0.0	1.0
PfNF135_090010600	PF3D7_0906890	k	compared	100.0	139	139	0.0	1.0
PfNF135_090011000	PF3D7_0907200	k	compared	100.0	1131	1131	0.0	1.0
PfNF135_090011600	PF3D7_0907800	k	compared	100.0	191	191	0.0	1.0
PfNF135_090012000:pseudogene	PF3D7_0908200	j	query_missing		0	1530		
PfNF135_090012200	PF3D7_0908400	k	compared	100.0	195	195	0.0	1.0
PfNF135_090012900	PF3D7_0909100	k	compared	100.0	742	742	0.0	1.0
PfNF135_090013300	PF3D7_0909500	k	compared	100.0	489	489	0.0	1.0
PfNF135_090013500	PF3D7_0909700	k	compared	100.0	1036	1036	0.0	1.0
PfNF135_090014100	PF3D7_0910300	k	compared	100.0	432	432	0.0	1.0
PfNF135_090014600	PF3D7_0910800	k	compared	100.0	447	447	0.0	1.0
PfNF135_090015000	PF3D7_0911200	k	compared	100.0	201	201	0.0	1.0
PfNF135_090015400	PF3D7_0911600	k	compared	100.0	516	516	0.0	1.0
PfNF135_090016400	PF3D7_0912700	k	compared	100.0	85	85	0.0	1.0
PfNF135_090016900	PF3D7_0913200	k	compared	100.0	276	276	0.0	1.0
PfNF135_090017500	PF3D7_0913800	k	compared	100.0	89	89	0.0	1.0
PfNF135_090018400	PF3D7_0914700	k	compared	100.0	513	513	0.0	1.0
PfNF135_090018600	PF3D7_0914900	k	compared	100.0	709	709	0.0	1.0
PfNF135_090018900	PF3D7_0915200	k	compared	100.0	322	322	0.0	1.0
PfNF135_090019300	PF3D7_0915600	k	compared	100.0	238	238	0.0	1.0
PfNF135_090019500	PF3D7_0915800	k	compared	100.0	217	217	0.0	1.0
PfNF135_090019600	PF3D7_0915900	k	compared	100.0	166	166	0.0	1.0
PfNF135_090020500	PF3D7_0916800	k	compared	100.0	49	49	0.0	1.0
PfNF135_090020600	PF3D7_0916900	k	compared	100.0	332	332	0.0	1.0
PfNF135_090021000	PF3D7_0917300	k	compared	100.0	339	339	0.0	1.0
PfNF135_090021100	PF3D7_0917400	k	compared	100.0	1292	1292	0.0	1.0
PfNF135_090021200	PF3D7_0917500	k	compared	100.0	681	681	0.0	1.0
PfNF135_090021400	PF3D7_0917700	k	compared	100.0	358	358	0.0	1.0
PfNF135_090022500	PF3D7_0918900	k	compared	100.0	1127	1127	0.0	1.0
PfNF135_090023300	PF3D7_0919700	k	compared	100.0	242	242	0.0	1.0
PfNF135_090023600	PF3D7_0920000	k	compared	100.0	654	654	0.0	1.0
PfNF135_090024300	PF3D7_0920700	k	compared	100.0	593	593	0.0	1.0
PfNF135_090024700:pseudogene	PF3D7_0921100	o	query_missing		0	225		
PfNF135_090025500	PF3D7_0921900	k	compared	100.0	248	248	0.0	1.0
PfNF135_090025800	PF3D7_0922200	k	compared	100.0	402	402	0.0	1.0
PfNF135_090026100	PF3D7_0922500	k	compared	100.0	416	416	0.0	1.0
PfNF135_090026800	PF3D7_0923200	k	compared	100.0	780	780	0.0	1.0
PfNF135_090027800	PF3D7_0924200	k	compared	100.0	1061	1061	0.0	1.0
PfNF135_090028300	PF3D7_0924700	k	compared	100.0	589	589	0.0	1.0
PfNF135_090029800	PF3D7_0926200	k	compared	100.0	51	51	0.0	1.0
PfNF135_090032500	PF3D7_0928800	k	compared	100.0	820	820	0.0	1.0
PfNF135_090032600	PF3D7_0928900	k	compared	100.0	199	199	0.0	1.0
PfNF135_090033100	PF3D7_0929400	k	compared	100.0	1378	1378	0.0	1.0
PfNF135_090034900	PF3D7_0931100	k	compared	100.0	811	811	0.0	1.0
PfNF135_090035200	PF3D7_0931400	k	compared	100.0	310	310	0.0	1.0
PfNF135_090036800	PF3D7_0933000	k	compared	100.0	760	760	0.0	1.0
PfNF135_090037200	PF3D7_0933400	k	compared	100.0	268	268	0.0	1.0
PfNF135_090038100	PF3D7_0934300	k	compared	100.0	145	145	0.0	1.0
PfNF135_090038200	PF3D7_0934400	k	compared	100.0	200	200	0.0	1.0
PfNF135_090039200	PF3D7_0935400	k	compared	100.0	599	599	0.0	1.0
