source:/mnt/hc-storage/users/freyja/get_pangenes/inputs_pseudo_v2_pangenes/PlasmoDB68_PfalciparumDd2_0taxa_2neigh_algMmap_/PlasmoDB-68PfalciparumDd2	PlasmoDB-68_PfalciparumDd2	PlasmoDB-68_Pfalciparum7G8	PlasmoDB-68_PfalciparumHB3	PlasmoDB-68_PfalciparumIT	PlasmoDB-68_PfalciparumKH02	PlasmoDB-68_PfalciparumKE01	PlasmoDB-68_Pfalciparum7G8-2019	PlasmoDB-68_PfalciparumGB4	PlasmoDB-68_PfalciparumKH01	PlasmoDB-68_Pfalciparum3D7	PlasmoDB-68_PfalciparumGA01	PlasmoDB-68_PfalciparumGN01	PlasmoDB-68_PfalciparumCD01	PlasmoDB-68_PfalciparumSN01	PlasmoDB-68_PfalciparumNF166	PlasmoDB-68_PfalciparumNF54	
PfDd2_060023800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060023900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060024000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060024100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060024200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060024300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060024400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060024500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060024600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060024700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060024800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060024900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060025000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060025100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060025200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060025300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060025400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060025700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060025800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060025900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060026000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060026100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060026200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060026300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060026500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060026600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060026700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060026800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060026900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060027000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060027100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060027200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060027300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PF3D7_0622600	0	1	0	1	0	0	1	1	0	1	0	0	0	0	1	0	
PfDd2_060027400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060027500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060027600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060027700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060027800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060027900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060028000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060028100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060028200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060028300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060028400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060028500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060028600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060028700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060028800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060028900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060029000	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	
PfDd2_060029100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060029200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060029300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060029400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060029500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060029600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060029700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060029800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060029900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060030000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060030100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060030200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060030300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060030400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060030500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060030600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060030700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060030800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060030900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060031000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060031100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060031200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060031300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060031400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060031500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060031600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060031700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060031800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060031900	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	
PfDd2_060032000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060032100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060032200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060032300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060032400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060032500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060032600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060032700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060032800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060032900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060033000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060033100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060033200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060033300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060033400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060033500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060033600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060033700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060033800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060033900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060034000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060034100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060034200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060034300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060034400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060034500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060034600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060034700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060034800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060034900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060035000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060035100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060035200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060035300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060035400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060035500	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	
PfDd2_060035600	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	
PfDd2_060035700	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	
PfDd2_060035800	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	
PF3D7_0631200	0	0	1	1	1	0	0	1	0	1	0	1	1	0	0	1	
PfDd2_060036000	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	
PfDd2_060036100	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_060036200	1	0	1	1	0	1	0	1	1	1	1	1	1	0	1	1	
PfDd2_060036300	1	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	
PF3D7_0631700	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	
PF3D7_0631800	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	
PF3D7_0631900	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	
PF3D7_0632000	0	1	0	0	0	1	1	0	0	1	0	1	1	0	0	1	
PF3D7_0632100	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	
PF3D7_0632200	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	
PfDd2_060005000	1	0	0	1	1	0	1	1	1	1	0	0	1	0	0	0	
PF3D7_0632300	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	
PF3D7_0632400	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	
PF3D7_0632500	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	1	
PF3D7_0632600	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	
PfDd2_030005500	1	0	1	1	0	0	0	1	0	1	0	1	1	0	1	1	
PF3D7_0632800	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	
PF3D7_0700100	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	
PF3D7_0700200	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	1	
PF3D7_0700300	0	0	0	0	1	1	0	1	1	1	0	1	0	0	1	1	
PF3D7_0700400	0	0	0	0	1	1	0	1	0	1	0	0	0	0	1	1	
PF3D7_0700500	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	
PF3D7_0700600	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	
PF3D7_0700700	0	0	0	0	1	0	0	0	0	1	0	0	0	1	2	1	
PF3D7_0700800	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	
PF3D7_0700900	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	
PF3D7_0701000	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	
PF3D7_0701100	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	
PF3D7_0701200	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	
PF3D7_0701300	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	
PF3D7_0701400	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	
PF3D7_0701500	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	
PF3D7_0701600	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	
PF3D7_0701700	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	
PfDd2_070006000	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	
PfDd2_070006100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070006200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070006300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	
PfDd2_070006400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070006500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070006600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070006700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070006800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070007100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070007200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070007300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070007400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070007500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070007600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070007700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070007800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070007900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070008000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070008100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070008200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070008300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070008400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070008500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070008600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070008700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070008800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070008900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070009000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070009100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070009200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070009300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070009400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070009500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070009600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070009700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070009800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070009900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070010000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070010100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070010200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070010300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070010400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070010500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070010600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070010700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070010800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070010900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070011400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070011500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070011600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070011700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070011800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070011900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070012000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070012100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070012200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070012300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070012400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070012500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070012600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070012700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070012800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070012900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070013000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070013100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070013200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070013300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070013400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070013500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070013600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070013700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070013800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070013900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070014000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070014100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070014200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070014300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070014400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070014500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070014600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070014700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070014800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070014900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070015000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070015100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070015200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070015300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070015400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070015500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070015600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070015700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PF3D7_0711700	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	
PF3D7_0711900	0	0	0	1	0	1	0	1	0	1	1	0	1	0	0	1	
PF3D7_0712000	0	1	0	1	1	0	1	0	1	1	0	0	1	0	0	1	
PF3D7_0712200	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	
PF3D7_0712300	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	
PF3D7_0712400	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	
PfDd2_070016100	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	
PF3D7_0712600	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	
PF3D7_0712800	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	
PF3D7_0712900	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	1	
PfDd2_070016600	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	
PfDd2_070016700	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	
PfDd2_070016800	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	
PfDd2_070016900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070017000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070017100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070017200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070017300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	
PfDd2_070017400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070017500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070017600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070017700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070017800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070017900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070018000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070018100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070018200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070018600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070018700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070018800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070018900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070019000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070019100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070019200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070019300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070019400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070019500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070019600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070019700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070019800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070019900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070020000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070020100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070020200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070020300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070020400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070020500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070020600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070020700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070020800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070020900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070021000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070021100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070021200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070021300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070021400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070021500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070021600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070021700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070021800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070021900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070022000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070022100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070022200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070022300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070022400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070022500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070022600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_070022700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
